33.90172,-85.38658
34.0001,-85.40592
34.00231,-85.40675
34.07228,-85.42023
34.1144,-85.42822
34.1251,-85.42947
34.26648,-85.45833
34.26944,-85.45869
34.30434,-85.46588
34.32824,-85.47045
34.41814,-85.48984
34.49773,-85.50741
34.51754,-85.5118
34.52519,-85.51393
34.5426,-85.51707
34.58857,-85.52724
34.62508,-85.53433
34.75008,-85.56142
34.82545,-85.57647
34.89884,-85.59048
34.91049,-85.59238
34.93377,-85.59697
34.94473,-85.59877
34.95177,-85.59939
34.98468,-85.60517
34.9831,-85.48548
34.98298,-85.38607
34.98518,-85.26706
34.98505,-85.2517
34.98583,-85.23564
34.98549,-85.23041
34.98547,-85.22185
34.9863,-85.15782
34.98669,-85.05802
34.98756,-84.99954
34.98794,-84.95277
34.98786,-84.90491
34.98824,-84.89152
34.98787,-84.89153
34.98775,-84.85186
34.988,-84.83188
34.98774,-84.83123
34.98798,-84.82047
34.98757,-84.80918
34.98812,-84.75003
34.98783,-84.73864
34.98825,-84.72717
34.98802,-84.71468
34.98798,-84.62493
34.98833,-84.61724
34.98798,-84.37492
34.98826,-84.36906
34.9884,-84.30479
34.98697,-84.03938
34.98753,-83.937
34.98729,-83.8311
34.98769,-83.74989
34.98659,-83.61999
34.99209,-83.62019
34.9928,-83.50611
34.9948,-83.37914
34.99626,-83.29681
35.00004,-83.15633
35.00066,-83.10861
34.9987,-83.10629
34.99835,-83.10469
34.9969,-83.10247
34.99582,-83.10225
34.99456,-83.10349
34.99368,-83.10352
34.99196,-83.09883
34.99082,-83.09824
34.9901,-83.09897
34.98994,-83.10134
34.98871,-83.10286
34.98689,-83.10172
34.98613,-83.1018
34.98583,-83.10423
34.98354,-83.10696
34.98232,-83.10706
34.98196,-83.10591
34.9815,-83.10577
34.97981,-83.10774
34.97974,-83.10864
34.98113,-83.11052
34.981,-83.11128
34.97899,-83.1121
34.97648,-83.11087
34.97572,-83.11118
34.97544,-83.11339
34.97572,-83.11653
34.97509,-83.11652
34.97404,-83.11548
34.97305,-83.11562
34.96878,-83.12033
34.96808,-83.12066
34.96661,-83.12069
34.96476,-83.12198
34.96381,-83.1221
34.96277,-83.12162
34.96181,-83.11984
34.96093,-83.117
34.96017,-83.11579
34.95945,-83.11564
34.95914,-83.11592
34.9589,-83.11738
34.95913,-83.12023
34.95796,-83.12029
34.95346,-83.11586
34.95285,-83.11482
34.95091,-83.11402
34.95018,-83.11412
34.95003,-83.11453
34.95074,-83.11532
34.95113,-83.11651
34.95279,-83.11758
34.95329,-83.11884
34.95321,-83.12056
34.95481,-83.12382
34.95509,-83.12543
34.95486,-83.12659
34.95404,-83.12708
34.95319,-83.12678
34.95107,-83.12475
34.95048,-83.12551
34.9502,-83.12736
34.94983,-83.12762
34.94858,-83.12667
34.94719,-83.12475
34.94334,-83.12238
34.94215,-83.12108
34.94205,-83.12057
34.94291,-83.11957
34.94302,-83.1189
34.94251,-83.11655
34.94118,-83.11565
34.93901,-83.11509
34.93632,-83.11195
34.93496,-83.11176
34.93476,-83.11308
34.93548,-83.11411
34.93561,-83.11644
34.93604,-83.11791
34.93535,-83.11854
34.93318,-83.11909
34.93295,-83.12054
34.93359,-83.12154
34.93604,-83.12388
34.93863,-83.12731
34.93657,-83.13097
34.93572,-83.13174
34.93486,-83.13164
34.93223,-83.12973
34.93158,-83.12979
34.93091,-83.1304
34.93036,-83.13141
34.93028,-83.13306
34.92862,-83.13453
34.92636,-83.13925
34.92502,-83.14043
34.92452,-83.14152
34.92494,-83.14377
34.9268,-83.14614
34.92742,-83.14881
34.92883,-83.15129
34.92941,-83.15313
34.93071,-83.15512
34.93098,-83.15592
34.93077,-83.15689
34.92914,-83.15897
34.92861,-83.15924
34.92736,-83.1581
34.92572,-83.1587
34.92271,-83.15735
34.91989,-83.15788
34.91893,-83.15765
34.91706,-83.15645
34.91512,-83.15699
34.91474,-83.15808
34.9151,-83.16064
34.91592,-83.16119
34.91917,-83.16484
34.91959,-83.16647
34.91936,-83.16861
34.91699,-83.17014
34.91424,-83.17071
34.9138,-83.1712
34.91316,-83.17316
34.91268,-83.17352
34.91147,-83.17359
34.91028,-83.17463
34.90968,-83.17859
34.90981,-83.18034
34.90947,-83.18092
34.90797,-83.18116
34.90642,-83.18064
34.90458,-83.1807
34.90218,-83.18293
34.89809,-83.18813
34.89726,-83.18928
34.89678,-83.1915
34.8993,-83.19358
34.89965,-83.19414
34.89943,-83.19451
34.89477,-83.19766
34.89363,-83.19769
34.89145,-83.19672
34.89059,-83.19718
34.89039,-83.1986
34.89241,-83.19922
34.89325,-83.20033
34.89381,-83.20238
34.89345,-83.20354
34.89104,-83.20474
34.89022,-83.20476
34.88899,-83.20355
34.88728,-83.20316
34.8852,-83.2012
34.88441,-83.20103
34.88017,-83.20526
34.87961,-83.20654
34.87986,-83.20957
34.88035,-83.21044
34.88214,-83.21149
34.88263,-83.21338
34.88363,-83.21458
34.88432,-83.21475
34.88625,-83.21393
34.88762,-83.21277
34.88836,-83.21302
34.88857,-83.21403
34.88804,-83.2154
34.88609,-83.21728
34.88514,-83.21765
34.88238,-83.21742
34.88178,-83.21806
34.88158,-83.21922
34.88111,-83.21989
34.87877,-83.2194
34.87805,-83.22009
34.87929,-83.22472
34.87906,-83.22807
