,Pair,Dist,p1,p2
0,"[0, 1]",4.21425,0,1
1,"[0, 2]",0.753361111111111,0,2
2,"[0, 3]",3.624861111111111,0,3
3,"[0, 4]",1.832861111111111,0,4
4,"[0, 5]",1.9140833333333334,0,5
5,"[0, 6]",0.564138888888889,0,6
6,"[0, 7]",0.4921944444444445,0,7
7,"[0, 8]",0.5896111111111111,0,8
8,"[0, 9]",0.6041666666666666,0,9
9,"[0, 10]",0.5400277777777778,0,10
10,"[0, 11]",3.3408333333333333,0,11
11,"[0, 12]",3.378861111111111,0,12
12,"[0, 13]",3.4492222222222226,0,13
13,"[0, 14]",2.0245555555555557,0,14
14,"[0, 15]",1.5,0,15
15,"[0, 16]",0.6948888888888889,0,16
16,"[0, 17]",6.20925,0,17
17,"[0, 18]",0.7795833333333333,0,18
18,"[0, 19]",0.5428055555555555,0,19
19,"[0, 20]",1.3151666666666668,0,20
20,"[0, 21]",0.40744444444444444,0,21
21,"[0, 22]",0.965,0,22
22,"[0, 23]",0.6935,0,23
23,"[0, 24]",2.1145833333333335,0,24
24,"[0, 25]",2.5231666666666666,0,25
25,"[0, 26]",1.8960555555555556,0,26
26,"[0, 27]",2.508638888888889,0,27
27,"[0, 28]",1.198,0,28
28,"[0, 29]",1.4533333333333334,0,29
29,"[0, 30]",1.0102777777777778,0,30
30,"[0, 31]",1.0700555555555555,0,31
31,"[0, 32]",0.5261388888888888,0,32
32,"[0, 33]",1.0937777777777777,0,33
33,"[0, 34]",1.3037222222222222,0,34
34,"[0, 35]",0.7799166666666666,0,35
35,"[0, 36]",4.7251111111111115,0,36
36,"[0, 37]",0.7866666666666666,0,37
37,"[0, 38]",3.1195000000000004,0,38
38,"[0, 39]",0.9195833333333333,0,39
39,"[0, 40]",0.7094722222222222,0,40
40,"[0, 41]",1.1805277777777776,0,41
41,"[0, 42]",1.2444444444444445,0,42
42,"[0, 43]",1.2173611111111111,0,43
43,"[0, 44]",1.4506944444444445,0,44
44,"[0, 45]",3.3193055555555557,0,45
45,"[0, 46]",2.596,0,46
46,"[0, 47]",1.4411944444444444,0,47
47,"[0, 48]",1.4411944444444444,0,48
48,"[0, 49]",2.0984166666666666,0,49
49,"[0, 50]",1.5487777777777778,0,50
50,"[0, 51]",3.1133055555555553,0,51
51,"[0, 52]",0.8033055555555556,0,52
52,"[0, 53]",2.4823055555555555,0,53
53,"[0, 54]",5.435972222222222,0,54
54,"[0, 55]",1.6555277777777777,0,55
55,"[0, 56]",0.8598055555555556,0,56
56,"[0, 57]",1.6300833333333333,0,57
57,"[0, 58]",0.9195833333333333,0,58
58,"[0, 59]",0.8412222222222222,0,59
59,"[0, 60]",1.0780833333333333,0,60
60,"[0, 61]",3.0885277777777778,0,61
61,"[0, 62]",0.18208333333333335,0,62
62,"[0, 63]",6.873777777777778,0,63
63,"[0, 64]",1.6868611111111111,0,64
64,"[0, 65]",1.0002777777777778,0,65
65,"[0, 66]",1.1391388888888887,0,66
66,"[0, 67]",1.1615277777777777,0,67
67,"[0, 68]",1.1615277777777777,0,68
68,"[0, 69]",0.7474166666666666,0,69
69,"[0, 70]",1.3333333333333333,0,70
70,"[0, 71]",0.6084722222222222,0,71
71,"[0, 72]",2.2333333333333334,0,72
72,"[0, 73]",1.803861111111111,0,73
73,"[0, 74]",0.3416944444444444,0,74
74,"[0, 75]",0.4169166666666667,0,75
75,"[0, 76]",0.4429444444444444,0,76
76,"[0, 77]",0.3031388888888889,0,77
77,"[0, 78]",1.4810833333333333,0,78
78,"[0, 79]",4.916166666666667,0,79
79,"[0, 80]",1.6899444444444445,0,80
80,"[0, 81]",1.3472222222222223,0,81
81,"[0, 82]",1.2504444444444445,0,82
82,"[0, 83]",0.79625,0,83
83,"[0, 84]",0.7661666666666667,0,84
84,"[0, 85]",1.2484166666666667,0,85
85,"[0, 86]",2.066527777777778,0,86
86,"[0, 87]",5.211666666666667,0,87
87,"[0, 88]",5.369638888888889,0,88
88,"[0, 89]",1.0285277777777777,0,89
89,"[0, 90]",0.5780833333333333,0,90
90,"[0, 91]",0.5780833333333333,0,91
91,"[0, 92]",5.276,0,92
92,"[0, 93]",5.413138888888889,0,93
93,"[0, 94]",5.183222222222222,0,94
94,"[0, 95]",5.375333333333334,0,95
95,"[0, 96]",5.183222222222222,0,96
96,"[0, 97]",0.5211388888888888,0,97
97,"[0, 98]",1.133138888888889,0,98
98,"[0, 99]",5.28575,0,99
99,"[0, 100]",6.852222222222222,0,100
100,"[0, 101]",4.54425,0,101
101,"[0, 102]",0.938111111111111,0,102
102,"[0, 103]",2.130638888888889,0,103
103,"[0, 104]",5.116833333333333,0,104
104,"[0, 105]",2.7918333333333334,0,105
105,"[0, 106]",3.924861111111111,0,106
106,"[0, 107]",2.2103888888888887,0,107
107,"[0, 108]",1.0794166666666667,0,108
108,"[0, 109]",4.916166666666667,0,109
109,"[0, 110]",3.970972222222222,0,110
110,"[0, 111]",2.592388888888889,0,111
111,"[0, 112]",5.4526666666666666,0,112
112,"[0, 113]",1.4499444444444445,0,113
113,"[1, 2]",4.343472222222222,1,2
114,"[1, 3]",0.94875,1,3
115,"[1, 4]",4.383194444444444,1,4
116,"[1, 5]",4.383555555555556,1,5
117,"[1, 6]",3.7759444444444443,1,6
118,"[1, 7]",3.8743333333333334,1,7
119,"[1, 8]",3.6954722222222225,1,8
120,"[1, 9]",3.69425,1,9
121,"[1, 10]",4.015666666666666,1,10
122,"[1, 11]",4.8655,1,11
123,"[1, 12]",4.8705,1,12
124,"[1, 13]",4.775944444444445,1,13
125,"[1, 14]",5.836333333333333,1,14
126,"[1, 15]",5.428277777777778,1,15
127,"[1, 16]",3.9306666666666668,1,16
128,"[1, 17]",3.8568055555555554,1,17
129,"[1, 18]",4.97325,1,18
130,"[1, 19]",4.4710833333333335,1,19
131,"[1, 20]",3.5645000000000002,1,20
132,"[1, 21]",4.601111111111111,1,21
133,"[1, 22]",4.3685833333333335,1,22
134,"[1, 23]",3.8781388888888886,1,23
135,"[1, 24]",5.247694444444445,1,24
136,"[1, 25]",5.6562777777777775,1,25
137,"[1, 26]",5.163055555555555,1,26
138,"[1, 27]",1.8539444444444444,1,27
139,"[1, 28]",3.680388888888889,1,28
140,"[1, 29]",3.430527777777778,1,29
141,"[1, 30]",4.529,1,30
142,"[1, 31]",4.497861111111111,1,31
143,"[1, 32]",4.232111111111111,1,32
144,"[1, 33]",5.287444444444445,1,33
145,"[1, 34]",5.012638888888889,1,34
146,"[1, 35]",3.6933055555555554,1,35
147,"[1, 36]",2.2363055555555555,1,36
148,"[1, 37]",3.8714999999999997,1,37
149,"[1, 38]",2.7081388888888887,1,38
150,"[1, 39]",4.144472222222222,1,39
151,"[1, 40]",4.030222222222222,1,40
152,"[1, 41]",5.108805555555556,1,41
153,"[1, 42]",3.432666666666667,1,42
154,"[1, 43]",4.350472222222223,1,43
155,"[1, 44]",5.644361111111111,1,44
156,"[1, 45]",4.881666666666667,1,45
157,"[1, 46]",1.734388888888889,1,46
158,"[1, 47]",4.574305555555555,1,47
159,"[1, 48]",4.574305555555555,1,48
160,"[1, 49]",3.785722222222222,1,49
161,"[1, 50]",2.969777777777778,1,50
162,"[1, 51]",4.766694444444444,1,51
163,"[1, 52]",3.5388055555555558,1,52
164,"[1, 53]",5.404611111111111,1,53
165,"[1, 54]",4.2258611111111115,1,54
166,"[1, 55]",2.9428333333333336,1,55
167,"[1, 56]",4.788083333333333,1,56
168,"[1, 57]",4.763194444444444,1,57
169,"[1, 58]",4.144472222222222,1,58
170,"[1, 59]",4.212277777777778,1,59
171,"[1, 60]",3.4547222222222222,1,60
172,"[1, 61]",1.601138888888889,1,61
173,"[1, 62]",4.183916666666667,1,62
174,"[1, 63]",4.099638888888889,1,63
175,"[1, 64]",2.709722222222222,1,64
176,"[1, 65]",4.133388888888889,1,65
177,"[1, 66]",4.27225,1,66
178,"[1, 67]",4.060194444444445,1,67
179,"[1, 68]",4.060194444444445,1,68
180,"[1, 69]",3.803361111111111,1,69
181,"[1, 70]",4.206888888888889,1,70
182,"[1, 71]",3.9393055555555554,1,71
183,"[1, 72]",2.2057777777777776,1,72
184,"[1, 73]",3.731777777777778,1,73
185,"[1, 74]",4.03,1,74
186,"[1, 75]",4.139166666666667,1,75
187,"[1, 76]",4.108138888888889,1,76
188,"[1, 77]",4.196166666666667,1,77
189,"[1, 78]",3.316222222222222,1,78
190,"[1, 79]",2.0365555555555557,1,79
191,"[1, 80]",4.067277777777778,1,80
192,"[1, 81]",3.1254999999999997,1,81
193,"[1, 82]",3.1755277777777775,1,82
194,"[1, 83]",3.968138888888889,1,83
195,"[1, 84]",3.991055555555555,1,84
196,"[1, 85]",3.3556666666666666,1,85
197,"[1, 86]",2.553861111111111,1,86
198,"[1, 87]",4.801861111111111,1,87
199,"[1, 88]",4.757888888888889,1,88
200,"[1, 89]",4.928027777777778,1,89
201,"[1, 90]",4.251416666666667,1,90
202,"[1, 91]",4.251416666666667,1,91
203,"[1, 92]",4.866194444444444,1,92
204,"[1, 93]",5.003333333333333,1,93
205,"[1, 94]",4.773416666666667,1,94
206,"[1, 95]",4.965527777777778,1,95
207,"[1, 96]",4.773416666666667,1,96
208,"[1, 97]",3.93075,1,97
209,"[1, 98]",4.090638888888889,1,98
210,"[1, 99]",4.875944444444444,1,99
211,"[1, 100]",4.078083333333334,1,100
212,"[1, 101]",4.134444444444444,1,101
213,"[1, 102]",3.761444444444445,1,102
214,"[1, 103]",2.3081666666666667,1,103
215,"[1, 104]",1.438722222222222,1,104
216,"[1, 105]",4.4302777777777775,1,105
217,"[1, 106]",1.2086666666666666,1,106
218,"[1, 107]",5.3435,1,107
219,"[1, 108]",3.4021666666666666,1,108
220,"[1, 109]",2.0365555555555557,1,109
221,"[1, 110]",3.2518611111111113,1,110
222,"[1, 111]",2.022611111111111,1,111
223,"[1, 112]",2.678527777777778,1,112
224,"[1, 113]",4.456722222222222,1,113
225,"[2, 3]",3.727555555555556,2,3
226,"[2, 4]",1.5456666666666665,2,4
227,"[2, 5]",1.6268888888888888,2,5
228,"[2, 6]",0.5805555555555556,2,6
229,"[2, 7]",0.6733055555555556,2,7
230,"[2, 8]",0.6923055555555556,2,8
231,"[2, 9]",0.706861111111111,2,9
232,"[2, 10]",0.4806666666666667,2,10
233,"[2, 11]",3.3578055555555557,2,11
234,"[2, 12]",3.3958333333333335,2,12
235,"[2, 13]",3.466194444444444,2,13
236,"[2, 14]",1.8043333333333333,2,14
237,"[2, 15]",1.5575833333333333,2,15
238,"[2, 16]",0.6241388888888889,2,16
239,"[2, 17]",6.311944444444444,2,17
240,"[2, 18]",1.4502499999999998,2,18
241,"[2, 19]",0.6265277777777778,2,19
242,"[2, 20]",1.6373333333333333,2,20
243,"[2, 21]",1.1073888888888888,2,21
244,"[2, 22]",1.67125,2,22
245,"[2, 23]",0.6221666666666668,2,23
246,"[2, 24]",1.6953888888888888,2,24
247,"[2, 25]",2.117611111111111,2,25
248,"[2, 26]",1.2918611111111111,2,26
249,"[2, 27]",2.7179722222222225,2,27
250,"[2, 28]",1.2149722222222221,2,28
251,"[2, 29]",1.4703055555555558,2,29
252,"[2, 30]",0.4901388888888889,2,30
253,"[2, 31]",0.46586111111111106,2,31
254,"[2, 32]",1.1361388888888888,2,32
255,"[2, 33]",1.7644444444444445,2,33
256,"[2, 34]",0.980638888888889,2,34
257,"[2, 35]",0.8058055555555556,2,35
258,"[2, 36]",4.827805555555555,2,36
259,"[2, 37]",1.0807222222222221,2,37
260,"[2, 38]",3.2221944444444444,2,38
261,"[2, 39]",0.4553611111111111,2,39
262,"[2, 40]",0.4061666666666667,2,40
263,"[2, 41]",1.2381111111111112,2,41
264,"[2, 42]",1.3668055555555556,2,42
265,"[2, 43]",0.8118055555555556,2,43
266,"[2, 44]",2.121361111111111,2,44
267,"[2, 45]",3.3362777777777777,2,45
268,"[2, 46]",2.8053333333333335,2,46
269,"[2, 47]",0.9594444444444444,2,47
270,"[2, 48]",0.9594444444444444,2,48
271,"[2, 49]",2.115388888888889,2,49
272,"[2, 50]",1.6514722222222222,2,50
273,"[2, 51]",3.1302777777777777,2,51
274,"[2, 52]",0.906,2,52
275,"[2, 53]",2.093861111111111,2,53
276,"[2, 54]",5.538666666666667,2,54
277,"[2, 55]",1.7582222222222224,2,55
278,"[2, 56]",0.9173888888888888,2,56
279,"[2, 57]",1.2245277777777779,2,57
280,"[2, 58]",0.4553611111111111,2,58
281,"[2, 59]",0.3825555555555556,2,59
282,"[2, 60]",1.180777777777778,2,60
283,"[2, 61]",3.191222222222222,2,61
284,"[2, 62]",0.7030555555555555,2,62
285,"[2, 63]",6.976472222222222,2,63
286,"[2, 64]",1.8961944444444445,2,64
287,"[2, 65]",0.7248333333333333,2,65
288,"[2, 66]",0.8459722222222222,2,66
289,"[2, 67]",0.9483055555555556,2,67
290,"[2, 68]",0.9483055555555556,2,68
291,"[2, 69]",0.9598055555555556,2,69
292,"[2, 70]",1.0426944444444444,2,70
293,"[2, 71]",0.9241666666666667,2,71
294,"[2, 72]",2.336027777777778,2,72
295,"[2, 73]",1.8208333333333333,2,73
296,"[2, 74]",0.7090555555555556,2,74
297,"[2, 75]",0.51775,2,75
298,"[2, 76]",0.5229722222222223,2,76
299,"[2, 77]",0.5259722222222222,2,77
300,"[2, 78]",1.52475,2,78
301,"[2, 79]",5.018861111111112,2,79
302,"[2, 80]",1.3993055555555556,2,80
303,"[2, 81]",1.5565555555555557,2,81
304,"[2, 82]",1.4597777777777776,2,82
305,"[2, 83]",0.5879722222222221,2,83
306,"[2, 84]",0.4856111111111111,2,84
307,"[2, 85]",1.4577499999999999,2,85
308,"[2, 86]",2.2758611111111113,2,86
309,"[2, 87]",5.314361111111111,2,87
310,"[2, 88]",5.472333333333334,2,88
311,"[2, 89]",1.6904722222222222,2,89
312,"[2, 90]",0.337,2,90
313,"[2, 91]",0.337,2,91
314,"[2, 92]",5.378694444444444,2,92
315,"[2, 93]",5.515833333333333,2,93
316,"[2, 94]",5.285916666666666,2,94
317,"[2, 95]",5.478027777777778,2,95
318,"[2, 96]",5.285916666666666,2,96
319,"[2, 97]",0.7618333333333334,2,97
320,"[2, 98]",0.8831666666666667,2,98
321,"[2, 99]",5.388444444444445,2,99
322,"[2, 100]",6.954916666666667,2,100
323,"[2, 101]",4.646944444444444,2,101
324,"[2, 102]",0.8388333333333334,2,102
325,"[2, 103]",2.2333333333333334,2,103
326,"[2, 104]",5.2195277777777775,2,104
327,"[2, 105]",2.8088055555555558,2,105
328,"[2, 106]",4.027555555555556,2,106
329,"[2, 107]",1.8048333333333333,2,107
330,"[2, 108]",1.28875,2,108
331,"[2, 109]",5.018861111111112,2,109
332,"[2, 110]",4.073666666666667,2,110
333,"[2, 111]",2.6950833333333333,2,111
334,"[2, 112]",5.555361111111111,2,112
335,"[2, 113]",1.1058611111111112,2,113
336,"[3, 4]",3.875,3,4
337,"[3, 5]",3.875361111111111,3,5
338,"[3, 6]",3.18075,3,6
339,"[3, 7]",3.279138888888889,3,7
340,"[3, 8]",3.100277777777778,3,8
341,"[3, 9]",3.0990555555555557,3,9
342,"[3, 10]",3.4313333333333333,3,10
343,"[3, 11]",4.3725,3,11
344,"[3, 12]",4.3775,3,12
345,"[3, 13]",4.282944444444444,3,13
346,"[3, 14]",5.242249999999999,3,14
347,"[3, 15]",4.833083333333333,3,15
348,"[3, 16]",3.3354722222222226,3,16
349,"[3, 17]",4.259055555555555,3,17
350,"[3, 18]",4.378055555555555,3,18
351,"[3, 19]",3.875888888888889,3,19
352,"[3, 20]",3.292638888888889,3,20
353,"[3, 21]",4.005916666666667,3,21
354,"[3, 22]",4.096722222222223,3,22
355,"[3, 23]",3.3403888888888886,3,23
356,"[3, 24]",4.709944444444444,3,24
357,"[3, 25]",5.118527777777778,3,25
358,"[3, 26]",4.625305555555555,3,26
359,"[3, 27]",1.5820833333333333,3,27
360,"[3, 28]",3.142638888888889,3,28
361,"[3, 29]",2.8869444444444445,3,29
362,"[3, 30]",3.943777777777778,3,30
363,"[3, 31]",3.903777777777778,3,31
364,"[3, 32]",3.733888888888889,3,32
365,"[3, 33]",4.69225,3,33
366,"[3, 34]",4.418555555555556,3,34
367,"[3, 35]",3.1555555555555554,3,35
368,"[3, 36]",2.528805555555556,3,36
369,"[3, 37]",3.466277777777778,3,37
370,"[3, 38]",2.3468055555555556,3,38
371,"[3, 39]",3.6067222222222224,3,39
372,"[3, 40]",3.492472222222222,3,40
373,"[3, 41]",4.5136111111111115,3,41
374,"[3, 42]",2.651194444444444,3,42
375,"[3, 43]",3.812722222222222,3,43
376,"[3, 44]",5.049166666666666,3,44
377,"[3, 45]",4.3886666666666665,3,45
378,"[3, 46]",1.4625277777777779,3,46
379,"[3, 47]",4.036555555555555,3,47
380,"[3, 48]",4.036555555555555,3,48
381,"[3, 49]",3.292722222222222,3,49
382,"[3, 50]",2.1883055555555555,3,50
383,"[3, 51]",4.273694444444445,3,51
384,"[3, 52]",2.943611111111111,3,52
385,"[3, 53]",4.896416666666666,3,53
386,"[3, 54]",4.373083333333334,3,54
387,"[3, 55]",2.4050833333333332,3,55
388,"[3, 56]",4.192888888888889,3,56
389,"[3, 57]",4.225444444444444,3,57
390,"[3, 58]",3.6067222222222224,3,58
391,"[3, 59]",3.6745277777777776,3,59
392,"[3, 60]",2.6732500000000003,3,60
393,"[3, 61]",0.8196666666666668,3,61
394,"[3, 62]",3.588722222222222,3,62
395,"[3, 63]",4.501888888888889,3,63
396,"[3, 64]",2.437861111111111,3,64
397,"[3, 65]",3.595638888888889,3,65
398,"[3, 66]",3.7345,3,66
399,"[3, 67]",3.522444444444444,3,67
400,"[3, 68]",3.522444444444444,3,68
401,"[3, 69]",3.345361111111111,3,69
402,"[3, 70]",3.6633055555555556,3,70
403,"[3, 71]",3.41125,3,71
404,"[3, 72]",1.7127777777777777,3,72
405,"[3, 73]",3.2055277777777778,3,73
406,"[3, 74]",3.4520555555555554,3,74
407,"[3, 75]",3.543972222222222,3,75
408,"[3, 76]",3.51575,3,76
409,"[3, 77]",3.600972222222222,3,77
410,"[3, 78]",2.7784722222222222,3,78
411,"[3, 79]",2.544277777777778,3,79
412,"[3, 80]",3.5192222222222225,3,80
413,"[3, 81]",2.823666666666667,3,81
414,"[3, 82]",2.88,3,82
415,"[3, 83]",3.430388888888889,3,83
416,"[3, 84]",3.4533055555555556,3,84
417,"[3, 85]",2.709777777777778,3,85
418,"[3, 86]",2.2287222222222223,3,86
419,"[3, 87]",4.440527777777778,3,87
420,"[3, 88]",4.5985,3,88
421,"[3, 89]",4.627,3,89
422,"[3, 90]",3.656222222222222,3,90
423,"[3, 91]",3.656222222222222,3,91
424,"[3, 92]",4.504861111111111,3,92
425,"[3, 93]",4.642,3,93
426,"[3, 94]",4.412083333333333,3,94
427,"[3, 95]",4.6041944444444445,3,95
428,"[3, 96]",4.412083333333333,3,96
429,"[3, 97]",3.4026944444444447,3,97
430,"[3, 98]",3.552888888888889,3,98
431,"[3, 99]",4.514611111111111,3,99
432,"[3, 100]",4.480333333333333,3,100
433,"[3, 101]",3.7731111111111115,3,101
434,"[3, 102]",3.2236944444444444,3,102
435,"[3, 103]",1.5266944444444446,3,103
436,"[3, 104]",2.0819444444444444,3,104
437,"[3, 105]",3.937277777777778,3,105
438,"[3, 106]",1.5529722222222222,3,106
439,"[3, 107]",4.805750000000001,3,107
440,"[3, 108]",2.8870555555555555,3,108
441,"[3, 109]",2.544277777777778,3,109
442,"[3, 110]",3.04325,3,110
443,"[3, 111]",1.5296111111111113,3,111
444,"[3, 112]",3.0807777777777776,3,112
445,"[3, 113]",3.9131388888888887,3,113
446,"[4, 5]",0.20788888888888887,4,5
447,"[4, 6]",1.4234444444444443,4,6
448,"[4, 7]",1.543111111111111,4,7
449,"[4, 8]",1.4545,4,8
450,"[4, 9]",1.4690555555555556,4,9
451,"[4, 10]",1.4269166666666666,4,10
452,"[4, 11]",2.0683611111111113,4,11
453,"[4, 12]",2.106388888888889,4,12
454,"[4, 13]",2.17675,4,13
455,"[4, 14]",2.179,4,14
456,"[4, 15]",2.6171111111111114,4,15
457,"[4, 16]",1.3545277777777778,4,16
458,"[4, 17]",5.612416666666667,4,17
459,"[4, 18]",2.5573055555555553,4,18
460,"[4, 19]",2.04275,4,19
461,"[4, 20]",2.5045,4,20
462,"[4, 21]",2.185166666666667,4,21
463,"[4, 22]",2.7115833333333335,4,22
464,"[4, 23]",1.2497500000000001,4,23
465,"[4, 24]",1.340638888888889,4,24
466,"[4, 25]",1.7492222222222222,4,25
467,"[4, 26]",1.532611111111111,4,26
468,"[4, 27]",3.4320555555555554,4,27
469,"[4, 28]",1.1060833333333333,4,28
470,"[4, 29]",1.1974444444444445,4,29
471,"[4, 30]",1.4514166666666668,4,30
472,"[4, 31]",1.4264722222222224,4,31
473,"[4, 32]",2.1076944444444443,4,32
474,"[4, 33]",2.8714999999999997,4,33
475,"[4, 34]",1.81125,4,34
476,"[4, 35]",1.4288055555555554,4,35
477,"[4, 36]",4.459333333333333,4,36
478,"[4, 37]",1.9478888888888888,4,37
479,"[4, 38]",2.8537222222222223,4,38
480,"[4, 39]",1.156222222222222,4,39
481,"[4, 40]",1.4184722222222221,4,40
482,"[4, 41]",2.4001944444444447,4,41
483,"[4, 42]",2.067833333333333,4,42
484,"[4, 43]",1.0424166666666665,4,43
485,"[4, 44]",3.2284166666666665,4,44
486,"[4, 45]",2.0468333333333333,4,45
487,"[4, 46]",3.5194166666666664,4,46
488,"[4, 47]",1.1205833333333333,4,47
489,"[4, 48]",1.1205833333333333,4,48
490,"[4, 49]",0.9259999999999999,4,49
491,"[4, 50]",2.0571944444444443,4,50
492,"[4, 51]",1.8408333333333333,4,51
493,"[4, 52]",1.6139444444444444,4,52
494,"[4, 53]",1.206222222222222,4,53
495,"[4, 54]",4.792972222222223,4,54
496,"[4, 55]",1.71225,4,55
497,"[4, 56]",2.151416666666667,4,56
498,"[4, 57]",0.955,4,57
499,"[4, 58]",1.156222222222222,4,58
500,"[4, 59]",1.354972222222222,4,59
501,"[4, 60]",1.8564999999999998,4,60
502,"[4, 61]",3.3994722222222222,4,61
503,"[4, 62]",1.7679722222222223,4,62
504,"[4, 63]",6.279277777777779,4,63
505,"[4, 64]",2.6102777777777777,4,64
506,"[4, 65]",1.047111111111111,4,65
507,"[4, 66]",0.9018611111111111,4,66
508,"[4, 67]",1.2194166666666666,4,67
509,"[4, 68]",1.2194166666666666,4,68
510,"[4, 69]",1.8269722222222222,4,69
511,"[4, 70]",0.9184166666666668,4,70
512,"[4, 71]",1.7913333333333334,4,71
513,"[4, 72]",2.3266944444444446,4,72
514,"[4, 73]",0.7335277777777778,4,73
515,"[4, 74]",1.6313055555555556,4,74
516,"[4, 75]",1.6934444444444443,4,75
517,"[4, 76]",1.5726944444444444,4,76
518,"[4, 77]",1.7802222222222224,4,77
519,"[4, 78]",1.583777777777778,4,78
520,"[4, 79]",5.065583333333333,4,79
521,"[4, 80]",0.62125,4,80
522,"[4, 81]",2.270638888888889,4,81
523,"[4, 82]",2.173861111111111,4,82
524,"[4, 83]",1.1367222222222222,4,83
525,"[4, 84]",1.254388888888889,4,84
526,"[4, 85]",2.1718333333333333,4,85
527,"[4, 86]",2.9899444444444443,4,86
528,"[4, 87]",4.551583333333333,4,87
529,"[4, 88]",4.727166666666666,4,88
530,"[4, 89]",2.80625,4,89
531,"[4, 90]",1.6022777777777777,4,90
532,"[4, 91]",1.6022777777777777,4,91
533,"[4, 92]",4.633527777777778,4,92
534,"[4, 93]",4.770666666666667,4,93
535,"[4, 94]",4.54075,4,94
536,"[4, 95]",4.732861111111111,4,95
537,"[4, 96]",4.54075,4,96
538,"[4, 97]",1.629,4,97
539,"[4, 98]",1.0707499999999999,4,98
540,"[4, 99]",4.232861111111111,4,99
541,"[4, 100]",6.260277777777778,4,100
542,"[4, 101]",3.517638888888889,4,101
543,"[4, 102]",1.3692777777777776,4,102
544,"[4, 103]",2.687694444444445,4,103
545,"[4, 104]",5.26625,4,104
546,"[4, 105]",1.4953055555555557,4,105
547,"[4, 106]",4.074277777777778,4,106
548,"[4, 107]",1.3806944444444444,4,107
549,"[4, 108]",2.0028333333333332,4,108
550,"[4, 109]",5.065583333333333,4,109
551,"[4, 110]",3.3741388888888886,4,110
552,"[4, 111]",2.7285833333333334,4,111
553,"[4, 112]",4.886500000000001,4,112
554,"[4, 113]",0.5273333333333333,4,113
555,"[5, 6]",1.5208888888888887,5,6
556,"[5, 7]",1.6405555555555555,5,7
557,"[5, 8]",1.5519444444444443,5,8
558,"[5, 9]",1.5665,5,9
559,"[5, 10]",1.524361111111111,5,10
560,"[5, 11]",1.9441666666666666,5,11
561,"[5, 12]",1.9821944444444444,5,12
562,"[5, 13]",2.0525555555555557,5,13
563,"[5, 14]",2.201277777777778,5,14
564,"[5, 15]",2.6393888888888886,5,15
565,"[5, 16]",1.4519722222222222,5,16
566,"[5, 17]",5.578333333333333,5,17
567,"[5, 18]",2.65475,5,18
568,"[5, 19]",2.1401944444444445,5,19
569,"[5, 20]",2.6019444444444444,5,20
570,"[5, 21]",2.282611111111111,5,21
571,"[5, 22]",2.8090277777777777,5,22
572,"[5, 23]",1.3471944444444444,5,23
573,"[5, 24]",1.3629166666666668,5,24
574,"[5, 25]",1.7714999999999999,5,25
575,"[5, 26]",1.554888888888889,5,26
576,"[5, 27]",3.551305555555556,5,27
577,"[5, 28]",1.2253333333333334,5,28
578,"[5, 29]",1.3166944444444446,5,29
579,"[5, 30]",1.548861111111111,5,30
580,"[5, 31]",1.5239166666666668,5,31
581,"[5, 32]",2.205138888888889,5,32
582,"[5, 33]",2.968944444444445,5,33
583,"[5, 34]",1.929861111111111,5,34
584,"[5, 35]",1.52625,5,35
585,"[5, 36]",4.483638888888889,5,36
586,"[5, 37]",2.0453333333333332,5,37
587,"[5, 38]",2.8780277777777776,5,38
588,"[5, 39]",1.2536666666666667,5,39
589,"[5, 40]",1.5159166666666668,5,40
590,"[5, 41]",2.5188055555555557,5,41
591,"[5, 42]",2.1870833333333333,5,42
592,"[5, 43]",1.1398611111111112,5,43
593,"[5, 44]",3.325861111111111,5,44
594,"[5, 45]",1.9226388888888888,5,45
595,"[5, 46]",3.638666666666667,5,46
596,"[5, 47]",1.2391944444444445,5,47
597,"[5, 48]",1.2391944444444445,5,48
598,"[5, 49]",0.905611111111111,5,49
599,"[5, 50]",2.1764444444444444,5,50
600,"[5, 51]",1.7166388888888888,5,51
601,"[5, 52]",1.7331944444444445,5,52
602,"[5, 53]",1.1502222222222223,5,53
603,"[5, 54]",4.742055555555556,5,54
604,"[5, 55]",1.8315,5,55
605,"[5, 56]",2.248861111111111,5,56
606,"[5, 57]",0.9772777777777777,5,57
607,"[5, 58]",1.2536666666666667,5,58
608,"[5, 59]",1.4524166666666667,5,59
609,"[5, 60]",1.97575,5,60
610,"[5, 61]",3.423777777777778,5,61
611,"[5, 62]",1.8654166666666667,5,62
612,"[5, 63]",6.241583333333334,5,63
613,"[5, 64]",2.7295277777777778,5,64
614,"[5, 65]",1.1445555555555555,5,65
615,"[5, 66]",0.9993055555555556,5,66
616,"[5, 67]",1.316861111111111,5,67
617,"[5, 68]",1.316861111111111,5,68
618,"[5, 69]",1.9244166666666667,5,69
619,"[5, 70]",1.015861111111111,5,70
620,"[5, 71]",1.8887777777777779,5,71
621,"[5, 72]",2.351,5,72
622,"[5, 73]",0.7578333333333332,5,73
623,"[5, 74]",1.72875,5,74
624,"[5, 75]",1.7908888888888888,5,75
625,"[5, 76]",1.6701388888888888,5,76
626,"[5, 77]",1.8776666666666668,5,77
627,"[5, 78]",1.7030277777777776,5,78
628,"[5, 79]",5.089888888888889,5,79
629,"[5, 80]",0.7405,5,80
